Time,Displacement,Force,,Time,Displacement,Force,,Time,Displacement,Force
(s),(mm),(kN),,(s),(mm),(kN),,(s),(mm),(kN)
18.12,0,-0.0032,,18.12,-0.0001,-0.002,,18.12,-0.0001,-0.0016
18.14,0,-0.0032,,18.14,-0.0001,-0.002,,18.14,-0.0001,-0.0016
18.16,0,-0.0032,,18.16,-0.0001,-0.002,,18.16,0,-0.0016
18.18,0,-0.0032,,18.18,-0.0001,-0.002,,18.18,0.0001,-0.0016
18.2,0,-0.0032,,18.2,-0.0001,-0.002,,18.2,0.0001,-0.0016
18.22,0,-0.0032,,18.22,-0.0001,-0.002,,18.22,0.0001,-0.0016
18.24,0,-0.0032,,18.24,-0.0001,-0.002,,18.24,0,-0.0016
18.26,0,-0.0032,,18.26,-0.0001,-0.002,,18.26,-0.0001,-0.0016
18.28,0,-0.0032,,18.28,-0.0001,-0.002,,18.28,-0.0001,-0.0016
18.3,0,-0.0033,,18.3,-0.0001,-0.002,,18.3,-0.0001,-0.0016
18.32,0,-0.0033,,18.32,-0.0001,-0.002,,18.32,0,-0.0016
18.34,0,-0.0033,,18.34,-0.0001,-0.002,,18.34,0.0001,-0.0016
18.36,0,-0.0033,,18.36,-0.0001,-0.002,,18.36,0.0001,-0.0016
18.38,0,-0.0033,,18.38,-0.0001,-0.002,,18.38,0.0001,-0.0016
18.4,0,-0.0033,,18.4,-0.0001,-0.002,,18.4,0,-0.0015
18.42,0,-0.0033,,18.42,-0.0001,-0.002,,18.42,-0.0001,-0.0015
18.44,0,-0.0033,,18.44,-0.0001,-0.002,,18.44,-0.0001,-0.0015
18.46,0,-0.0033,,18.46,-0.0001,-0.002,,18.46,-0.0001,-0.0015
18.48,0,-0.0033,,18.48,-0.0001,-0.002,,18.48,0,-0.0015
18.5,0,-0.0033,,18.5,-0.0001,-0.002,,18.5,0.0001,-0.0015
18.52,0,-0.0033,,18.52,-0.0001,-0.002,,18.52,0.0001,-0.0016
18.54,0,-0.0033,,18.54,-0.0001,-0.002,,18.54,0.0001,-0.0015
18.56,0,-0.0033,,18.56,-0.0001,-0.002,,18.56,-0.0001,-0.0015
18.58,0,-0.0033,,18.58,-0.0001,-0.002,,18.58,-0.0001,-0.0015
18.6,0,-0.0033,,18.6,-0.0001,-0.002,,18.6,-0.0001,-0.0015
18.62,0,-0.0033,,18.62,-0.0001,-0.002,,18.62,0,-0.0015
18.64,0,-0.0033,,18.64,-0.0001,-0.002,,18.64,0.0001,-0.0015
18.66,0,-0.0033,,18.66,-0.0001,-0.002,,18.66,0.0001,-0.0015
18.68,0,-0.0033,,18.68,-0.0001,-0.002,,18.68,0.0001,-0.0015
18.7,0,-0.0033,,18.7,-0.0001,-0.002,,18.7,0,-0.0015
18.72,0,-0.0033,,18.72,-0.0001,-0.002,,18.72,-0.0001,-0.0015
18.74,0,-0.0033,,18.74,-0.0001,-0.002,,18.74,-0.0001,-0.0015
18.76,0,-0.0033,,18.76,-0.0001,-0.002,,18.76,-0.0001,-0.0015
18.78,0,-0.0033,,18.78,-0.0001,-0.002,,18.78,0,-0.0015
18.8,0,-0.0033,,18.8,-0.0001,-0.002,,18.8,0.0001,-0.0015
18.82,0,-0.0033,,18.82,-0.0001,-0.002,,18.82,0.0001,-0.0015
18.84,0,-0.0033,,18.84,-0.0001,-0.002,,18.84,0.0001,-0.0015
18.86,0,-0.0033,,18.86,-0.0001,-0.002,,18.86,0,-0.0015
18.88,0,-0.0033,,18.88,-0.0001,-0.002,,18.88,-0.0001,-0.0015
18.9,0,-0.0033,,18.9,-0.0001,-0.002,,18.9,-0.0001,-0.0015
18.92,0,-0.0033,,18.92,-0.0001,-0.002,,18.92,-0.0001,-0.0015
18.94,0,-0.0033,,18.94,-0.0001,-0.002,,18.94,0,-0.0015
18.96,0,-0.0033,,18.96,-0.0001,-0.002,,18.96,0.0001,-0.0015
18.98,0,-0.0033,,18.98,-0.0001,-0.002,,18.98,0.0001,-0.0015
19,0,-0.0033,,19,-0.0001,-0.002,,19,0.0001,-0.0015
19.02,0,-0.0033,,19.02,-0.0001,-0.002,,19.02,0,-0.0015
19.04,0,-0.0033,,19.04,-0.0001,-0.002,,19.04,-0.0001,-0.0015
19.06,0,-0.0033,,19.06,-0.0001,-0.002,,19.06,-0.0001,-0.0015
19.08,0,-0.0033,,19.08,-0.0001,-0.002,,19.08,-0.0001,-0.0015
19.1,0,-0.0033,,19.1,-0.0001,-0.002,,19.1,0,-0.0015
19.12,0,-0.0033,,19.12,-0.0001,-0.002,,19.12,0.0001,-0.0015
19.14,0,-0.0033,,19.14,-0.0001,-0.002,,19.14,0.0001,-0.0015
19.16,0,-0.0033,,19.16,-0.0001,-0.002,,19.16,0.0001,-0.0015
19.18,0,-0.0033,,19.18,0,-0.002,,19.18,0,-0.0015
19.2,0,-0.0033,,19.2,-0.0001,-0.002,,19.2,-0.0001,-0.0015
19.22,0,-0.0033,,19.22,-0.0001,-0.002,,19.22,-0.0001,-0.0015
19.24,0,-0.0033,,19.24,-0.0001,-0.002,,19.24,-0.0001,-0.0015
19.26,0,-0.0033,,19.26,-0.0001,-0.002,,19.26,0,-0.0015
19.28,0,-0.0033,,19.28,-0.0001,-0.002,,19.28,0.0001,-0.0015
19.3,0,-0.0033,,19.3,-0.0001,-0.002,,19.3,0.0001,-0.0015
19.32,0,-0.0033,,19.32,-0.0001,-0.002,,19.32,0,-0.0015
19.34,0,-0.0033,,19.34,-0.0001,-0.002,,19.34,-0.0001,-0.0015
19.36,0,-0.0033,,19.36,-0.0001,-0.002,,19.36,-0.0001,-0.0015
19.38,0,-0.0033,,19.38,-0.0001,-0.002,,19.38,-0.0001,-0.0015
19.4,0,-0.0033,,19.4,-0.0001,-0.002,,19.4,0,-0.0015
19.42,0,-0.0033,,19.42,-0.0001,-0.002,,19.42,0.0001,-0.0015
19.44,0,-0.0033,,19.44,-0.0001,-0.002,,19.44,0.0001,-0.0015
19.46,0,-0.0033,,19.46,-0.0001,-0.002,,19.46,0.0001,-0.0015
19.48,0,-0.0033,,19.48,-0.0001,-0.002,,19.48,0,-0.0015
19.5,0,-0.0033,,19.5,-0.0001,-0.002,,19.5,-0.0001,-0.0015
19.52,0,-0.0033,,19.52,0,-0.002,,19.52,-0.0001,-0.0015
19.54,0,-0.0033,,19.54,-0.0001,-0.002,,19.54,-0.0001,-0.0015
19.56,0,-0.0033,,19.56,-0.0001,-0.002,,19.56,0,-0.0015
19.58,0,-0.0033,,19.58,-0.0001,-0.002,,19.58,0.0001,-0.0015
19.6,0,-0.0033,,19.6,-0.0001,-0.002,,19.6,0.0001,-0.0015
19.62,0,-0.0033,,19.62,-0.0001,-0.002,,19.62,0.0001,-0.0015
19.64,0,-0.0033,,19.64,-0.0001,-0.002,,19.64,0,-0.0015
19.66,0,-0.0033,,19.66,-0.0001,-0.002,,19.66,-0.0001,-0.0015
19.68,0,-0.0033,,19.68,-0.0001,-0.002,,19.68,-0.0001,-0.0015
19.7,0,-0.0033,,19.7,-0.0001,-0.0019,,19.7,-0.0001,-0.0015
19.72,0,-0.0033,,19.72,-0.0001,-0.0019,,19.72,0,-0.0015
19.74,0,-0.0033,,19.74,-0.0001,-0.002,,19.74,0.0001,-0.0015
19.76,0,-0.0033,,19.76,-0.0001,-0.002,,19.76,0.0001,-0.0015
19.78,0,-0.0033,,19.78,-0.0001,-0.002,,19.78,0.0001,-0.0015
19.8,0,-0.0033,,19.8,-0.0001,-0.002,,19.8,0,-0.0015
19.82,0,-0.0033,,19.82,-0.0001,-0.002,,19.82,-0.0001,-0.0015
19.84,0,-0.0033,,19.84,-0.0001,-0.0019,,19.84,-0.0001,-0.0015
19.86,0,-0.0033,,19.86,0,-0.0019,,19.86,-0.0001,-0.0015
19.88,0,-0.0033,,19.88,-0.0001,-0.0019,,19.88,0,-0.0015
19.9,0,-0.0033,,19.9,-0.0001,-0.0019,,19.9,0.0001,-0.0015
19.92,0,-0.0033,,19.92,-0.0001,-0.0019,,19.92,0.0001,-0.0015
19.94,0,-0.0033,,19.94,-0.0001,-0.0019,,19.94,0.0001,-0.0015
19.96,0,-0.0033,,19.96,-0.0001,-0.0019,,19.96,0,-0.0015
19.98,0,-0.0033,,19.98,-0.0001,-0.0019,,19.98,-0.0001,-0.0015
20,0,-0.0033,,20,0,-0.0019,,20,-0.0001,-0.0015
20.02,0,-0.0033,,20.02,-0.0001,-0.002,,20.02,-0.0001,-0.0015
20.04,0,-0.0033,,20.04,-0.0001,-0.0019,,20.04,0,-0.0015
20.06,0,-0.0033,,20.06,-0.0001,-0.0019,,20.06,0.0001,-0.0015
20.08,0,-0.0033,,20.08,-0.0001,-0.0019,,20.08,0.0001,-0.0015
20.1,0,-0.0033,,20.1,-0.0001,-0.0019,,20.1,0.0001,-0.0015
20.12,0,-0.0033,,20.12,-0.0001,-0.0019,,20.12,0,-0.0015
20.14,0,-0.0033,,20.14,-0.0001,-0.0019,,20.14,-0.0001,-0.0015
20.16,0,-0.0033,,20.16,-0.0001,-0.0019,,20.16,-0.0001,-0.0015
20.18,0,-0.0033,,20.18,-0.0001,-0.0019,,20.18,-0.0001,-0.0015
20.2,0,-0.0033,,20.2,-0.0001,-0.0019,,20.2,0,-0.0015
20.22,0,-0.0033,,20.22,-0.0001,-0.0019,,20.22,0.0001,-0.0015
20.24,0,-0.0033,,20.24,-0.0001,-0.0019,,20.24,0.0001,-0.0015
20.26,0,-0.0033,,20.26,-0.0001,-0.0019,,20.26,0.0001,-0.0015
20.28,0,-0.0033,,20.28,-0.0001,-0.0019,,20.28,0,-0.0015
20.3,0,-0.0033,,20.3,-0.0001,-0.0019,,20.3,-0.0001,-0.0015
20.32,0,-0.0033,,20.32,0,-0.0019,,20.32,-0.0001,-0.0009
20.34,0,-0.0033,,20.34,-0.0001,-0.0019,,20.34,-0.0001,0.0056
20.36,0,-0.0033,,20.36,-0.0001,-0.0019,,20.36,0,0.0199
20.38,0,-0.0033,,20.38,-0.0001,-0.0019,,20.38,0,0.0375
20.4,0,-0.0033,,20.4,-0.0001,-0.0019,,20.4,0,0.0543
20.42,0,-0.0033,,20.42,0,-0.0019,,20.42,-0.0001,0.0691
20.44,0,-0.0033,,20.44,-0.0001,-0.0019,,20.44,-0.0003,0.0816
20.46,0,-0.0033,,20.46,-0.0001,-0.0019,,20.46,-0.0004,0.0912
20.48,0,-0.0033,,20.48,-0.0001,-0.0019,,20.48,-0.0005,0.098
20.5,0,-0.0033,,20.5,-0.0001,-0.0019,,20.5,-0.0005,0.1033
20.52,0,-0.0033,,20.52,-0.0001,-0.0019,,20.52,-0.0004,0.106
20.54,0,-0.0033,,20.54,-0.0001,-0.0019,,20.54,-0.0003,0.1064
20.56,0,-0.0033,,20.56,-0.0001,-0.0019,,20.56,-0.0003,0.1058
20.58,0,-0.0033,,20.58,-0.0001,-0.0019,,20.58,-0.0003,0.1058
20.6,0,-0.0033,,20.6,-0.0001,-0.0019,,20.6,-0.0004,0.1058
20.62,0,-0.0033,,20.62,-0.0001,-0.0019,,20.62,-0.0005,0.1056
20.64,0,-0.0033,,20.64,-0.0001,-0.0019,,20.64,-0.0006,0.1053
20.66,0,-0.0033,,20.66,-0.0001,-0.0019,,20.66,-0.0005,0.1053
20.68,0,-0.0033,,20.68,-0.0001,-0.0019,,20.68,-0.0004,0.1051
20.7,0,-0.0033,,20.7,-0.0001,-0.0019,,20.7,-0.0003,0.1047
20.72,0,-0.0033,,20.72,-0.0001,-0.0019,,20.72,-0.0002,0.1045
20.74,0,-0.0033,,20.74,-0.0001,-0.0019,,20.74,-0.0003,0.1051
20.76,0,-0.0033,,20.76,-0.0001,-0.0019,,20.76,-0.0004,0.1054
20.78,0,-0.0033,,20.78,-0.0001,-0.0019,,20.78,-0.0005,0.1052
20.8,0,-0.0033,,20.8,-0.0001,-0.0019,,20.8,-0.0005,0.1051
20.82,0,-0.0033,,20.82,-0.0001,-0.0019,,20.82,-0.0005,0.1055
20.84,0,-0.0033,,20.84,-0.0001,-0.0019,,20.84,-0.0005,0.1054
20.86,0,-0.0033,,20.86,0,-0.0019,,20.86,-0.0003,0.105
20.88,0,-0.0033,,20.88,-0.0001,-0.0019,,20.88,-0.0002,0.1046
20.9,0,-0.0033,,20.9,-0.0001,-0.0019,,20.9,-0.0002,0.1045
20.92,0,-0.0033,,20.92,0,-0.0019,,20.92,-0.0003,0.1042
20.94,0,-0.0033,,20.94,-0.0001,-0.0019,,20.94,-0.0004,0.1038
20.96,0,-0.0033,,20.96,-0.0001,-0.0019,,20.96,-0.0005,0.1035
20.98,0,-0.0033,,20.98,-0.0001,-0.0019,,20.98,-0.0005,0.1035
21,0,-0.0033,,21,-0.0001,-0.0019,,21,-0.0005,0.1033
21.02,0,-0.0033,,21.02,-0.0001,-0.0019,,21.02,-0.0003,0.103
21.04,0,-0.0033,,21.04,-0.0001,-0.0019,,21.04,-0.0002,0.1031
21.06,0,-0.0033,,21.06,-0.0001,-0.0019,,21.06,-0.0002,0.104
21.08,0,-0.0033,,21.08,-0.0001,-0.0019,,21.08,-0.0002,0.1043
21.1,0,-0.0033,,21.1,-0.0001,-0.0019,,21.1,-0.0003,0.1041
21.12,0,-0.0033,,21.12,-0.0001,-0.0019,,21.12,-0.0004,0.1038
21.14,0,-0.0033,,21.14,-0.0001,-0.0019,,21.14,-0.0005,0.1039
21.16,0,-0.0033,,21.16,-0.0001,-0.0019,,21.16,-0.0004,0.1038
21.18,0,-0.0033,,21.18,-0.0001,-0.0019,,21.18,-0.0003,0.1036
21.2,0,-0.0033,,21.2,-0.0001,-0.0019,,21.2,-0.0002,0.1033
21.22,0,-0.0033,,21.22,-0.0001,-0.0019,,21.22,-0.0001,0.1033
21.24,0,-0.0033,,21.24,-0.0001,-0.0019,,21.24,-0.0001,0.1031
21.26,0,-0.0033,,21.26,-0.0001,-0.0019,,21.26,-0.0002,0.1028
21.28,0,-0.0033,,21.28,0,-0.0019,,21.28,-0.0004,0.1026
21.3,0,-0.0033,,21.3,-0.0001,-0.0019,,21.3,-0.0004,0.1027
21.32,0,-0.0033,,21.32,-0.0001,-0.0019,,21.32,-0.0004,0.1026
21.34,0,-0.0033,,21.34,-0.0001,-0.0019,,21.34,-0.0003,0.1024
21.36,0,-0.0033,,21.36,-0.0001,-0.0019,,21.36,-0.0002,0.1023
21.38,0,-0.0033,,21.38,-0.0001,-0.0019,,21.38,-0.0001,0.1026
21.4,0,-0.0033,,21.4,-0.0001,-0.0019,,21.4,-0.0001,0.1026
21.42,0,-0.0033,,21.42,-0.0001,-0.0019,,21.42,-0.0001,0.1024
21.44,0,-0.0033,,21.44,-0.0001,-0.0019,,21.44,-0.0003,0.1024
21.46,0,-0.0033,,21.46,0,-0.0019,,21.46,-0.0004,0.1026
21.48,0,-0.0033,,21.48,-0.0001,-0.0019,,21.48,-0.0004,0.1026
21.5,0,-0.0033,,21.5,-0.0001,-0.0019,,21.5,-0.0004,0.1024
21.52,0,-0.0033,,21.52,-0.0001,-0.0019,,21.52,-0.0002,0.1024
21.54,0,-0.0033,,21.54,0,-0.0019,,21.54,-0.0001,0.1027
21.56,0,-0.0033,,21.56,-0.0001,-0.0019,,21.56,-0.0001,0.1027
21.58,0,-0.0033,,21.58,-0.0001,-0.0019,,21.58,-0.0001,0.1025
21.6,0,-0.0033,,21.6,-0.0001,-0.0019,,21.6,-0.0001,0.1024
21.62,0,-0.0033,,21.62,-0.0001,-0.0019,,21.62,-0.0003,0.1028
21.64,0,-0.0033,,21.64,-0.0001,-0.0019,,21.64,-0.0003,0.1028
21.66,0,-0.0033,,21.66,-0.0001,-0.0019,,21.66,-0.0004,0.1026
21.68,0,-0.0033,,21.68,-0.0001,-0.0019,,21.68,-0.0003,0.1025
21.7,0,-0.0033,,21.7,-0.0001,-0.0019,,21.7,-0.0002,0.1028
21.72,0,-0.0033,,21.72,-0.0001,-0.0019,,21.72,-0.0001,0.1028
21.74,0,-0.0033,,21.74,-0.0001,-0.0019,,21.74,0,0.1026
21.76,0,-0.0033,,21.76,-0.0001,-0.0019,,21.76,0,0.1025
21.78,0,-0.0033,,21.78,-0.0001,-0.0019,,21.78,-0.0001,0.1028
21.8,0,-0.0033,,21.8,-0.0001,-0.0019,,21.8,-0.0003,0.1029
21.82,0,-0.0033,,21.82,-0.0001,-0.0019,,21.82,-0.0003,0.1027
21.84,0,-0.0033,,21.84,-0.0001,-0.0019,,21.84,-0.0003,0.1027
21.86,0,-0.0033,,21.86,-0.0001,-0.0019,,21.86,-0.0003,0.103
21.88,0,-0.0033,,21.88,-0.0001,-0.0019,,21.88,-0.0002,0.103
21.9,0,-0.0033,,21.9,-0.0001,-0.0019,,21.9,-0.0001,0.1029
21.92,0,-0.0033,,21.92,-0.0001,-0.0019,,21.92,0,0.1028
21.94,0,-0.0033,,21.94,-0.0001,-0.0019,,21.94,0,0.103
21.96,0,-0.0033,,21.96,-0.0001,-0.0019,,21.96,0,0.103
21.98,0,-0.0033,,21.98,-0.0001,-0.0019,,21.98,-0.0001,0.1028
22,0,-0.0033,,22,-0.0001,-0.0019,,22,-0.0002,0.1027
22.02,0,-0.0033,,22.02,-0.0001,-0.0019,,22.02,-0.0003,0.1029
22.04,0,-0.0033,,22.04,-0.0001,-0.0019,,22.04,-0.0003,0.1029
22.06,0,-0.0033,,22.06,-0.0001,-0.0019,,22.06,-0.0003,0.1027
22.08,0,-0.0033,,22.08,-0.0001,-0.0019,,22.08,-0.0002,0.1027
22.1,0,-0.0033,,22.1,-0.0001,-0.0019,,22.1,-0.0001,0.1029
22.12,0,-0.0033,,22.12,-0.0001,-0.0019,,22.12,0,0.1029
22.14,0,-0.0033,,22.14,-0.0001,-0.0019,,22.14,0,0.1027
22.16,0,-0.0033,,22.16,-0.0001,-0.0019,,22.16,0.0001,0.1026
22.18,0,-0.0033,,22.18,-0.0001,-0.0019,,22.18,0,0.1028
22.2,0,-0.0033,,22.2,-0.0001,-0.0019,,22.2,0,0.1028
22.22,0,-0.0033,,22.22,-0.0001,-0.0019,,22.22,-0.0001,0.1027
22.24,0,-0.0033,,22.24,-0.0001,-0.0019,,22.24,-0.0002,0.1029
22.26,0,-0.0033,,22.26,-0.0001,-0.0019,,22.26,-0.0003,0.1039
22.28,0,-0.0033,,22.28,-0.0001,-0.0019,,22.28,-0.0003,0.1043
22.3,0,-0.0033,,22.3,0,-0.0019,,22.3,-0.0003,0.1042
22.32,0,-0.0033,,22.32,-0.0001,-0.0019,,22.32,-0.0002,0.104
22.34,0,-0.0033,,22.34,-0.0001,-0.0019,,22.34,-0.0002,0.1041
22.36,0,-0.0033,,22.36,-0.0001,-0.0019,,22.36,-0.0001,0.104
22.38,0,-0.0033,,22.38,-0.0001,-0.0019,,22.38,0,0.1038
22.4,0,-0.0033,,22.4,-0.0001,-0.0019,,22.4,0,0.1036
22.42,0,-0.0033,,22.42,-0.0001,-0.0019,,22.42,0,0.1036
22.44,0,-0.0033,,22.44,-0.0001,-0.0019,,22.44,0,0.1034
22.46,0,-0.0033,,22.46,-0.0001,-0.0019,,22.46,-0.0001,0.1032
22.48,0,-0.0033,,22.48,-0.0001,-0.0019,,22.48,-0.0001,0.1033
22.5,0,-0.0033,,22.5,-0.0001,-0.0019,,22.5,-0.0002,0.104
22.52,0,-0.0033,,22.52,-0.0001,-0.0019,,22.52,-0.0002,0.1043
22.54,0,-0.0033,,22.54,-0.0001,-0.0019,,22.54,-0.0001,0.1042
22.56,0,-0.0033,,22.56,-0.0001,-0.0019,,22.56,-0.0001,0.1043
22.58,0,-0.0033,,22.58,-0.0001,-0.0019,,22.58,-0.0001,0.105
22.6,0,-0.0033,,22.6,-0.0001,-0.0019,,22.6,-0.0001,0.1052
22.62,0,-0.0033,,22.62,-0.0001,-0.0019,,22.62,-0.0001,0.105
22.64,0,-0.0033,,22.64,-0.0001,-0.0019,,22.64,-0.0001,0.1048
22.66,0,-0.0033,,22.66,-0.0001,-0.0019,,22.66,-0.0001,0.1045
22.68,0,-0.0033,,22.68,-0.0001,-0.0019,,22.68,-0.0001,0.1043
22.7,0,-0.0033,,22.7,-0.0001,-0.0019,,22.7,-0.0001,0.1041
22.72,0,-0.0033,,22.72,-0.0001,-0.0019,,22.72,-0.0001,0.1038
22.74,0,-0.0032,,22.74,-0.0001,-0.0019,,22.74,-0.0001,0.1036
22.76,0,-0.0033,,22.76,-0.0001,-0.0019,,22.76,-0.0001,0.1034
22.78,0,-0.0033,,22.78,-0.0001,-0.0019,,22.78,-0.0001,0.1033
22.8,0,-0.0033,,22.8,-0.0001,-0.0019,,22.8,-0.0001,0.1034
22.82,0,-0.0033,,22.82,-0.0001,-0.0019,,22.82,-0.0001,0.1038
22.84,0,-0.0033,,22.84,-0.0001,-0.0019,,22.84,-0.0001,0.1038
22.86,0,-0.0033,,22.86,-0.0001,-0.0019,,22.86,-0.0001,0.1039
22.88,0,-0.0033,,22.88,-0.0001,-0.0019,,22.88,-0.0001,0.1038
22.9,0,-0.0033,,22.9,-0.0001,-0.0019,,22.9,-0.0001,0.1038
22.92,0,-0.0033,,22.92,-0.0001,-0.0019,,22.92,-0.0001,0.1037
22.94,0,-0.0033,,22.94,-0.0001,-0.0019,,22.94,-0.0001,0.1037
22.96,0,-0.0033,,22.96,-0.0001,-0.0019,,22.96,-0.0001,0.1036
22.98,0,-0.0033,,22.98,-0.0001,-0.0019,,22.98,-0.0001,0.1035
23,0,-0.0033,,23,-0.0001,-0.0019,,23,-0.0001,0.1034
23.02,0,-0.0033,,23.02,-0.0001,-0.0019,,23.02,-0.0001,0.1035
23.04,0,-0.0033,,23.04,-0.0001,-0.0019,,23.04,-0.0001,0.1036
23.06,0,-0.0033,,23.06,-0.0001,-0.0019,,23.06,-0.0001,0.1037
23.08,0,-0.0033,,23.08,-0.0001,-0.0019,,23.08,-0.0001,0.1037
23.1,0,-0.0033,,23.1,-0.0001,-0.0019,,23.1,-0.0001,0.1038
23.12,0,-0.0033,,23.12,-0.0001,-0.0019,,23.12,-0.0001,0.1039
23.14,0,-0.0033,,23.14,-0.0001,-0.0019,,23.14,-0.0001,0.1038
23.16,0,-0.0033,,23.16,-0.0001,-0.0019,,23.16,-0.0001,0.1037
23.18,0,-0.0033,,23.18,-0.0001,-0.0019,,23.18,-0.0001,0.1041
23.2,0,-0.0032,,23.2,-0.0001,-0.0019,,23.2,-0.0001,0.1043
23.22,0,-0.0033,,23.22,-0.0001,-0.0019,,23.22,-0.0001,0.1043
23.24,0,-0.0033,,23.24,-0.0001,-0.0019,,23.24,-0.0001,0.1042
23.26,0,-0.0033,,23.26,-0.0001,-0.0019,,23.26,-0.0001,0.1043
23.28,0,-0.0026,,23.28,-0.0001,-0.0019,,23.28,-0.0001,0.1043
23.3,0,0.0054,,23.3,-0.0001,-0.0019,,23.3,-0.0001,0.1041
23.32,0,0.0207,,23.32,-0.0001,-0.0019,,23.32,-0.0001,0.104
23.34,0,0.035,,23.34,-0.0001,-0.0019,,23.34,-0.0001,0.1039
23.36,0,0.0429,,23.36,-0.0001,-0.0019,,23.36,-0.0001,0.1038
23.38,0,0.0471,,23.38,-0.0001,-0.0019,,23.38,-0.0001,0.1037
23.4,0,0.0474,,23.4,-0.0001,-0.0019,,23.4,-0.0001,0.1035
23.42,0,0.0461,,23.42,-0.0001,-0.0019,,23.42,-0.0001,0.1034
23.44,0,0.0452,,23.44,-0.0001,-0.0019,,23.44,-0.0001,0.1032
23.46,0,0.0456,,23.46,-0.0001,-0.0019,,23.46,-0.0001,0.1031
23.48,0,0.0456,,23.48,-0.0001,-0.0019,,23.48,-0.0001,0.1029
23.5,0,0.045,,23.5,-0.0001,-0.0019,,23.5,-0.0001,0.1029
23.52,0,0.0448,,23.52,-0.0001,-0.0019,,23.52,-0.0001,0.1028
23.54,0,0.0457,,23.54,-0.0001,-0.002,,23.54,-0.0001,0.1026
23.56,0,0.0459,,23.56,-0.0001,-0.0019,,23.56,-0.0001,0.1025
23.58,0,0.0455,,23.58,-0.0001,-0.0019,,23.58,-0.0001,0.1026
23.6,0,0.0452,,23.6,-0.0001,-0.0019,,23.6,-0.0001,0.1025
23.62,0,0.0457,,23.62,-0.0001,-0.0019,,23.62,-0.0001,0.1024
23.64,0,0.0457,,23.64,-0.0001,-0.0019,,23.64,-0.0001,0.1023
23.66,0,0.0454,,23.66,-0.0001,-0.0019,,23.66,-0.0001,0.1025
23.68,0,0.0453,,23.68,-0.0001,-0.0019,,23.68,-0.0001,0.1025
23.7,0,0.0463,,23.7,-0.0001,-0.0019,,23.7,-0.0001,0.1024
23.72,0,0.0466,,23.72,-0.0001,-0.0019,,23.72,-0.0001,0.1023
23.74,0,0.0462,,23.74,-0.0001,-0.0019,,23.74,-0.0001,0.1025
23.76,0,0.0458,,23.76,-0.0001,-0.0019,,23.76,-0.0001,0.1025
23.78,0,0.0456,,23.78,-0.0001,-0.0019,,23.78,-0.0001,0.1024
23.8,0,0.0454,,23.8,-0.0001,-0.0019,,23.8,-0.0001,0.1023
23.82,0,0.0453,,23.82,-0.0001,-0.0019,,23.82,-0.0001,0.1025
23.84,0,0.0455,,23.84,-0.0001,-0.0019,,23.84,-0.0001,0.1025
23.86,0,0.0462,,23.86,-0.0001,-0.0019,,23.86,-0.0001,0.1023
23.88,0,0.0463,,23.88,-0.0001,-0.0019,,23.88,-0.0001,0.1022
23.9,0,0.046,,23.9,-0.0001,-0.0019,,23.9,-0.0001,0.1024
23.92,0,0.0457,,23.92,-0.0001,-0.0019,,23.92,-0.0001,0.1024
23.94,0,0.0454,,23.94,-0.0001,-0.0019,,23.94,-0.0001,0.1023
23.96,0,0.0452,,23.96,-0.0001,-0.0019,,23.96,-0.0001,0.1022
23.98,0,0.0458,,23.98,-0.0001,-0.0019,,23.98,-0.0001,0.1023
24,0,0.0462,,24,-0.0001,-0.0019,,24,-0.0001,0.1023
24.02,0,0.046,,24.02,-0.0001,-0.0019,,24.02,-0.0001,0.1022
24.04,0,0.0456,,24.04,-0.0001,-0.0019,,24.04,-0.0001,0.1021
24.06,0,0.0456,,24.06,-0.0001,-0.0019,,24.06,-0.0001,0.1023
24.08,0,0.0456,,24.08,-0.0001,-0.0019,,24.08,-0.0001,0.1023
24.1,0,0.0454,,24.1,-0.0001,-0.0019,,24.1,-0.0001,0.1022
24.12,0,0.0451,,24.12,-0.0001,-0.0019,,24.12,-0.0001,0.1021
24.14,0,0.0459,,24.14,-0.0001,-0.0019,,24.14,-0.0001,0.1024
24.16,0,0.0464,,24.16,-0.0001,-0.0019,,24.16,-0.0001,0.1024
24.18,0,0.0463,,24.18,-0.0001,-0.0019,,24.18,-0.0001,0.1023
24.2,0,0.0459,,24.2,-0.0001,-0.0019,,24.2,-0.0001,0.1022
24.22,0,0.0458,,24.22,-0.0001,-0.0019,,24.22,-0.0001,0.1024
24.24,0,0.0456,,24.24,-0.0001,-0.0019,,24.24,-0.0001,0.1025
24.26,0,0.0453,,24.26,-0.0001,-0.0019,,24.26,-0.0001,0.1024
24.28,0,0.045,,24.28,-0.0001,-0.0019,,24.28,-0.0001,0.1023
24.3,0,0.0453,,24.3,-0.0001,-0.0019,,24.3,-0.0001,0.1025
24.32,0,0.0455,,24.32,-0.0001,-0.0019,,24.32,-0.0001,0.1025
24.34,0,0.0453,,24.34,-0.0001,-0.0019,,24.34,-0.0001,0.1023
24.36,0,0.045,,24.36,-0.0001,-0.0019,,24.36,-0.0001,0.1023
24.38,0,0.0453,,24.38,-0.0001,-0.0019,,24.38,-0.0001,0.1025
24.4,0,0.0454,,24.4,-0.0001,-0.0019,,24.4,-0.0001,0.1026
24.42,0,0.0452,,24.42,-0.0001,-0.0019,,24.42,-0.0001,0.1025
24.44,0,0.0449,,24.44,-0.0001,-0.0019,,24.44,-0.0001,0.1024
